system,name,param,mr_score,ansatz,layers,n_qubits,n_params,depth,n_2q,E_HF,E_FCI,noon_0,noon_1,noon_2,noon_3
H4,H4_sq_d+0.15_a1.00,0.15,0.981462229240883,HEA,3,8,24,14,21,-1.9815604078555364,-2.0477474708670482,2.1530091069219788,0.8588876564896375,0.1483952376064812,0.12718844206674304
H4,H4_sq_d+0.15_a1.00,0.15,0.981462229240883,UCCSD,0,8,0,0,0,-1.9815604078555364,-2.0477474708670482,2.1530091069219788,0.8588876564896375,0.1483952376064812,0.12718844206674304
H4,H4_sq_d+0.23_a1.00,0.23,1.0876966860464292,HEA,1,8,8,8,7,-2.0580508013390126,-2.111165629216984,1.980721673286699,0.8617217633408717,0.10490702298623494,0.10178957300602173
H4,H4_sq_d+0.23_a1.00,0.23,1.0876966860464292,HEA,2,8,16,11,14,-2.0580508013390126,-2.111165629216984,1.980721673286699,0.8617217633408717,0.10490702298623494,0.10178957300602173
H4,H4_sq_d+0.23_a1.00,0.23,1.0876966860464292,HEA,3,8,24,14,21,-2.0580508013390126,-2.111165629216984,1.980721673286699,0.8617217633408717,0.10490702298623494,0.10178957300602173
H4,H4_sq_d+0.23_a1.00,0.23,1.0876966860464292,UCCSD,0,8,0,0,0,-2.0580508013390126,-2.111165629216984,1.980721673286699,0.8617217633408717,0.10490702298623494,0.10178957300602173
H4,H4_sq_d+0.30_a1.00,0.3,1.2105508971504475,HEA,1,8,8,8,7,-2.1080220445555544,-2.151434625793549,1.8212568731954546,0.8635425626224292,0.0881050904748627,0.08016011724860994
H4,H4_sq_d+0.30_a1.00,0.3,1.2105508971504475,HEA,2,8,16,11,14,-2.1080220445555544,-2.151434625793549,1.8212568731954546,0.8635425626224292,0.0881050904748627,0.08016011724860994
H4,H4_sq_d+0.30_a1.00,0.3,1.2105508971504475,HEA,3,8,24,14,21,-2.1080220445555544,-2.151434625793549,1.8212568731954546,0.8635425626224292,0.0881050904748627,0.08016011724860994
H4,H4_sq_d+0.30_a1.00,0.3,1.2105508971504475,UCCSD,0,8,0,0,0,-2.1080220445555544,-2.151434625793549,1.8212568731954546,0.8635425626224292,0.0881050904748627,0.08016011724860994
